seeds,num_tasks,per_jitter,zero_jitter,best_latency,"(latency, count)",sum_period,diff,periods,read_offsets,write_offsets,"original_latencies(LF,FF,LL,FL)","zero_jitter_latencies(LF,FF,LL,FL)","diff_latencies(LF,FF,LL,FL)",ff_ll_equal,sum_execution_time,sync_original,sync_zero_jitter,diff_sync
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 1, 3]","[1, 4, 5]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 1, 3]","[1, 4, 6]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 1, 3]","[1, 4, 7]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,8,13,"[(13, 2)]",12,"[1, 1]","[5, 3, 4]","[0, 2, 0]","[1, 3, 1]","(7, 13, 13, 21)","(8, 13, 13, 18)","[1, 0, 0, -3]",True,3,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 0]","[1, 3, 2]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 0]","[1, 3, 3]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 0]","[1, 3, 4]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,8,13,"[(13, 2)]",12,"[1, 1]","[5, 3, 4]","[0, 2, 1]","[1, 3, 2]","(7, 13, 13, 18)","(8, 13, 13, 18)","[1, 0, 0, 0]",True,3,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 1]","[1, 3, 3]","(8, 14, 14, 19)","(9, 14, 14, 19)","[1, 0, 0, 0]",True,4,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 1]","[1, 3, 4]","(9, 15, 15, 20)","(10, 15, 15, 20)","[1, 0, 0, 0]",True,5,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 1]","[1, 3, 5]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,8,13,"[(13, 2)]",12,"[1, 1]","[5, 3, 4]","[0, 2, 2]","[1, 3, 3]","(7, 13, 13, 21)","(8, 13, 13, 18)","[1, 0, 0, -3]",True,3,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 2]","[1, 3, 4]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 2]","[1, 3, 5]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 2]","[1, 3, 6]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,8,13,"[(13, 2)]",12,"[1, 1]","[5, 3, 4]","[0, 2, 3]","[1, 3, 4]","(7, 13, 13, 21)","(8, 13, 13, 18)","[1, 0, 0, -3]",True,3,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 3]","[1, 3, 5]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 3]","[1, 3, 6]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 3]","[1, 3, 7]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 0]","[1, 4, 1]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 0]","[1, 4, 2]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 0]","[1, 4, 3]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 0]","[1, 4, 4]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 1]","[1, 4, 2]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 1]","[1, 4, 3]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 1]","[1, 4, 4]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 1]","[1, 4, 5]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 2]","[1, 4, 3]","(8, 14, 14, 19)","(9, 14, 14, 19)","[1, 0, 0, 0]",True,4,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 2]","[1, 4, 4]","(9, 15, 15, 20)","(10, 15, 15, 20)","[1, 0, 0, 0]",True,5,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 2]","[1, 4, 5]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 2]","[1, 4, 6]","(11, 17, 17, 22)","(12, 17, 17, 22)","[1, 0, 0, 0]",True,7,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 2, 3]","[1, 4, 4]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 3]","[1, 4, 5]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 3]","[1, 4, 6]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 3]","[1, 4, 7]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 0]","[1, 5, 1]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 0]","[1, 5, 2]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 0]","[1, 5, 3]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 2, 0]","[1, 5, 4]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 1]","[1, 5, 2]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 1]","[1, 5, 3]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 1]","[1, 5, 4]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 2, 1]","[1, 5, 5]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 2]","[1, 5, 3]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 2]","[1, 5, 4]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 2]","[1, 5, 5]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 2, 2]","[1, 5, 6]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 2, 3]","[1, 5, 4]","(9, 15, 15, 20)","(10, 15, 15, 20)","[1, 0, 0, 0]",True,5,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 2, 3]","[1, 5, 5]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 2, 3]","[1, 5, 6]","(11, 17, 17, 22)","(12, 17, 17, 22)","[1, 0, 0, 0]",True,7,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 2, 3]","[1, 5, 7]","(12, 18, 18, 23)","(13, 18, 18, 23)","[1, 0, 0, 0]",True,8,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 0, 0]","[2, 1, 1]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 0]","[2, 1, 2]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 0]","[2, 1, 3]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 0]","[2, 1, 4]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 0, 1]","[2, 1, 2]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 1]","[2, 1, 3]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 1]","[2, 1, 4]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 1]","[2, 1, 5]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 0, 2]","[2, 1, 3]","(8, 14, 14, 19)","(9, 14, 14, 19)","[1, 0, 0, 0]",True,4,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 2]","[2, 1, 4]","(9, 15, 15, 20)","(10, 15, 15, 20)","[1, 0, 0, 0]",True,5,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 2]","[2, 1, 5]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 2]","[2, 1, 6]","(11, 17, 17, 22)","(12, 17, 17, 22)","[1, 0, 0, 0]",True,7,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,9,14,"[(14, 2)]",12,"[2, 2]","[5, 3, 4]","[0, 0, 3]","[2, 1, 4]","(8, 14, 14, 22)","(9, 14, 14, 19)","[1, 0, 0, -3]",True,4,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 3]","[2, 1, 5]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 3]","[2, 1, 6]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 3]","[2, 1, 7]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 0]","[2, 2, 1]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 0]","[2, 2, 2]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 0]","[2, 2, 3]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 0]","[2, 2, 4]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 1]","[2, 2, 2]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 1]","[2, 2, 3]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 1]","[2, 2, 4]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 1]","[2, 2, 5]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 2]","[2, 2, 3]","(9, 15, 15, 23)","(10, 15, 15, 20)","[1, 0, 0, -3]",True,5,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 2]","[2, 2, 4]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 2]","[2, 2, 5]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 2]","[2, 2, 6]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,10,15,"[(15, 2)]",12,"[3, 3]","[5, 3, 4]","[0, 0, 3]","[2, 2, 4]","(9, 15, 15, 20)","(10, 15, 15, 20)","[1, 0, 0, 0]",True,5,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 3]","[2, 2, 5]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 3]","[2, 2, 6]","(11, 17, 17, 22)","(12, 17, 17, 22)","[1, 0, 0, 0]",True,7,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 3]","[2, 2, 7]","(12, 18, 18, 23)","(13, 18, 18, 23)","[1, 0, 0, 0]",True,8,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 0]","[2, 3, 1]","(10, 16, 16, 21)","(11, 16, 16, 21)","[1, 0, 0, 0]",True,6,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 0]","[2, 3, 2]","(11, 17, 17, 22)","(12, 17, 17, 22)","[1, 0, 0, 0]",True,7,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 0]","[2, 3, 3]","(12, 18, 18, 23)","(13, 18, 18, 23)","[1, 0, 0, 0]",True,8,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,14,19,"[(19, 2)]",12,"[7, 7]","[5, 3, 4]","[0, 0, 0]","[2, 3, 4]","(13, 19, 19, 24)","(14, 19, 19, 24)","[1, 0, 0, 0]",True,9,"[4, 10, 10, 15]","[5, 10, 10, 15]","[1, 0, 0, 0]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 1]","[2, 3, 2]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 1]","[2, 3, 3]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 1]","[2, 3, 4]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,14,19,"[(19, 2)]",12,"[7, 7]","[5, 3, 4]","[0, 0, 1]","[2, 3, 5]","(13, 19, 19, 27)","(14, 19, 19, 24)","[1, 0, 0, -3]",True,9,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,11,16,"[(16, 2)]",12,"[4, 4]","[5, 3, 4]","[0, 0, 2]","[2, 3, 3]","(10, 16, 16, 24)","(11, 16, 16, 21)","[1, 0, 0, -3]",True,6,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,12,17,"[(17, 2)]",12,"[5, 5]","[5, 3, 4]","[0, 0, 2]","[2, 3, 4]","(11, 17, 17, 25)","(12, 17, 17, 22)","[1, 0, 0, -3]",True,7,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
1769699310,3,0,13,18,"[(18, 2)]",12,"[6, 6]","[5, 3, 4]","[0, 0, 2]","[2, 3, 5]","(12, 18, 18, 26)","(13, 18, 18, 23)","[1, 0, 0, -3]",True,8,"[4, 10, 10, 18]","[5, 10, 10, 15]","[1, 0, 0, -3]"
