seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair
1755016117,3,0.0,212.0,125.0,0.589622641509434,safe,0.0,"(0, 1)"
1755016118,3,0.0,260.0,247.0,0.95,safe,0.0,"(0, 1)"
1755016119,3,0.0,2012.0,1593.0,0.7917495029821073,safe,0.0,"(0, 1)"
1755016120,3,0.0,2014.0,2011.0,0.9985104270109235,safe,0.0,"(0, 1)"
1755016121,3,0.0,400.0,363.0,0.9075,safe,0.0,"(0, 1)"
1755016122,3,0.0,2022.0,1807.0,0.8936696340257171,safe,0.0,"(0, 1)"
1755016123,3,0.0,250.0,222.0,0.888,safe,0.0,"(0, 1)"
1755016124,3,0.0,9.0,9.0,1.0,safe,0.0,"(0, 1)"
1755016125,3,0.0,222.0,170.0,0.7657657657657657,safe,0.0,"(0, 1)"
1755016126,3,0.0,65.0,65.0,1.0,safe,0.0,"(0, 1)"
1755016117,3,0.02,214.12,208.99320227247722,0.9760564275755521,safe,0.1,"(0, 1)"
1755016118,3,0.02,262.6,247.35440175798067,0.9419436472124167,safe,0.1,"(0, 1)"
1755016119,3,0.02,2032.12,1605.9098732984075,0.7902633079239453,safe,0.1,"(0, 1)"
1755016120,3,0.02,2034.1399999999999,2030.1751571634377,0.9980508505626151,safe,0.1,"(1, 2)"
1755016121,3,0.02,404.0,363.9068560324595,0.9007595446348007,safe,0.1,"(0, 1)"
1755016122,3,0.02,2042.22,2035.7746342001192,0.996843941495098,safe,0.1,"(0, 1)"
1755016123,3,0.02,252.5,248.75031342919928,0.9851497561552447,safe,0.1,"(0, 1)"
1755016124,3,0.02,0,11.038752908686021,,,0.1,0
1755016125,3,0.02,224.22000000000003,217.1081686623006,0.9682819046574819,safe,0.1,"(0, 1)"
1755016126,3,0.02,65.39999999999999,65.3679799356405,0.9995103965694269,safe,0.1,"(0, 1)"
1755016117,3,0.05,217.3,212.1516994401477,0.9763078667287054,safe,0.1,"(0, 1)"
1755016118,3,0.05,266.5,247.85966772169718,0.9300550383553365,safe,0.1,"(0, 1)"
1755016119,3,0.05,2062.3,1633.4758981075204,0.7920651205486691,safe,0.1,"(0, 1)"
1755016120,3,0.05,2064.3500000000004,2059.2037161696935,0.9975070681665866,safe,0.1,"(1, 2)"
1755016121,3,0.05,410.0,365.26084099914624,0.8908800999979176,safe,0.1,"(0, 1)"
1755016122,3,0.05,2072.5499999999997,2015.609111795543,0.9725261691131907,safe,0.1,"(1, 2)"
1755016123,3,0.05,256.25,251.59334207838023,0.981827676403435,safe,0.1,"(0, 1)"
1755016124,3,0.05,0,11.082866857461173,,,0.1,0
1755016125,3,0.05,227.55,217.34793968997414,0.9551656325641579,safe,0.1,"(0, 1)"
1755016126,3,0.05,66.0,65.91597221826032,0.9987268517918231,safe,0.1,"(0, 1)"
1755016117,3,0.1,222.6,216.3288990679584,0.9718279383106846,safe,0.1,"(0, 1)"
1755016118,3,0.1,273.0,248.62489005789575,0.9107138829959551,safe,0.1,"(0, 1)"
1755016119,3,0.1,2112.6,1681.0779926181324,0.7957388964395212,safe,0.1,"(0, 1)"
1755016120,3,0.1,2114.7,2104.1726850467094,0.9950218399993898,safe,0.1,"(0, 1)"
1755016121,3,0.1,420.0,367.68064170017897,0.8754300992861404,safe,0.1,"(0, 1)"
1755016122,3,0.1,2123.1,2033.8951636374204,0.9579836859485754,safe,0.1,"(0, 1)"
1755016123,3,0.1,262.5,251.95006434330696,0.9598097689268836,safe,0.1,"(0, 1)"
1755016124,3,0.1,0,11.181691184490205,,,0.1,0
1755016125,3,0.1,233.1,223.97951269617948,0.9608730703396804,safe,0.1,"(0, 1)"
1755016126,3,0.1,67.0,66.87007326297407,0.9980607949697623,safe,0.1,"(0, 1)"
1755016117,3,0.2,233.2,222.03274298011985,0.9521129630365346,safe,0.2,"(0, 1)"
1755016118,3,0.2,286.0,268.7326136076126,0.9396245231035406,safe,0.2,"(0, 1)"
1755016119,3,0.2,2213.2,1778.430276325604,0.8035560619580716,safe,0.2,"(0, 1)"
1755016120,3,0.2,2215.3999999999996,2192.2366126280394,0.9895443769197616,safe,0.2,"(0, 1)"
1755016121,3,0.2,440.0,372.66443656059346,0.8469646285468033,safe,0.2,"(0, 1)"
1755016122,3,0.2,2224.2,2107.2718522055393,0.9474291215742916,safe,0.2,"(0, 1)"
1755016123,3,0.2,275.0,259.5218569000823,0.9437158432730265,safe,0.2,"(0, 1)"
1755016124,3,0.2,0,11.369848171575597,,,0.2,0
1755016125,3,0.2,244.2,232.17125117426804,0.950742224300852,safe,0.2,"(0, 1)"
1755016126,3,0.2,0,84.39439714403852,,,0.2,0
1755016117,3,0.3,243.8,230.09003569756862,0.9437655278817416,safe,0.2,"(0, 1)"
1755016118,3,0.3,299.0,284.7511259106468,0.9523449027111933,safe,0.2,"(0, 1)"
1755016119,3,0.3,2313.8,1858.3986805729805,0.8031803442704557,safe,0.2,"(0, 1)"
1755016120,3,0.3,2316.1000000000004,2279.8627438917465,0.9843541919138837,safe,0.2,"(0, 1)"
1755016121,3,0.3,460.0,425.0523768672283,0.924026906233105,safe,0.2,"(0, 1)"
1755016122,3,0.3,2325.3,2176.5871149612913,0.936045720965592,safe,0.2,"(0, 1)"
1755016123,3,0.3,287.5,259.75135734536957,0.9034829820708506,safe,0.2,"(0, 1)"
1755016124,3,0.3,0,11.581298185367388,,,0.2,0
1755016125,3,0.3,255.3,239.87926084740064,0.9395975748037627,safe,0.2,"(0, 1)"
1755016126,3,0.3,0,90.05283804149258,,,0.2,0
1755016117,3,0.4,254.4,235.1419128551836,0.9242999719150298,safe,0.3,"(0, 1)"
1755016118,3,0.4,312.0,291.1883648731309,0.933296041260035,safe,0.3,"(0, 1)"
1755016119,3,0.4,2414.4,1985.4066165929428,0.8223188438506224,safe,0.3,"(0, 1)"
1755016120,3,0.4,2416.8,2375.7217535414093,0.9830030426768491,safe,0.3,"(0, 1)"
1755016121,3,0.4,0,424.64021858815113,,,0.3,0
1755016122,3,0.4,2426.4,2278.3041906857443,0.938964799985882,safe,0.3,"(0, 1)"
1755016123,3,0.4,300.0,264.3761716594886,0.8812539055316286,safe,0.3,"(0, 1)"
1755016124,3,0.4,0,11.617683831695786,,,0.3,0
